event	event_id	twitter_id	created_at	text	news
Google I/O	5722	7.32982E+17	5/18/2016 17:12	Google Assistant? Like Siri?  #io16	0
Google I/O	19635	7.33006E+17	5/18/2016 18:47	#io16 yes, I did read that.	0
Google I/O	12094	7.32992E+17	5/18/2016 17:50	Mechanical Turk as a "game" in Allo ... ðŸ¤” #io16	0
Google I/O	19866	7.33006E+17	5/18/2016 18:48	Android instant apps is pretty cool actually, as for everything else, snooze #io16	0
Google I/O	4230	7.32979E+17	5/18/2016 17:01	some interesting stuff at #io16 ... this is what i'll try to catch https://t.co/wcUk2CeN7u	0
Google I/O	21553	7.33013E+17	5/18/2016 19:15	Google home, duo and allo is how they got me lol #io16	0
Google I/O	14066	7.32995E+17	5/18/2016 18:02	Wouldn't it have made more sense for Allo and Duo to be one app? #io16 #IO16	0
Google I/O	14707	7.32996E+17	5/18/2016 18:08	No PiP for Android tablets? #IO16	0
Google I/O	19777	7.33006E+17	5/18/2016 18:47	Android Instant Apps look really interesting. #io16	0.5
Google I/O	1349	7.32949E+17	5/18/2016 15:00	hm I should probably drive down to mountain view #io16	0
Google I/O	14684	7.32996E+17	5/18/2016 18:07	Android N Productivity: Mult Tasking, Split Screen, Picture in Picture. #io16 https://t.co/OyZhrpvtZI	1
Google I/O	18418	7.33003E+17	5/18/2016 18:35	Test recorder for writing your Espresso tests in latest @androidstudio!  ðŸ’ƒ#io16 #AndroidDev https://t.co/39CJQgLkSI	0
Google I/O	10731	7.3299E+17	5/18/2016 17:42	Who is that cute girl on #io16 #IO2016 ?	0
Google I/O	4100	7.32979E+17	5/18/2016 17:00	#io16 is now trending in #GrandRapids https://t.co/0DTfBkrxTz	0
Google I/O	19246	7.33005E+17	5/18/2016 18:44	#io16  all that talk if firebase and no video !	0
Google I/O	21484	7.33013E+17	5/18/2016 19:13	Google's Duo "live preview" is the video equivalent of why I have read receipts for iMessage. Yes, yes I am ignoring you. #io16	0.5
Google I/O	7778	7.32986E+17	5/18/2016 17:26	SO YOU TELLING ME THAT I CAN WALK INTO ANY GOOGLERS HOME AND SAY "PLAY U2 MUSIC NONSTOP" ? #IO16	0
Google I/O	9790	7.32989E+17	5/18/2016 17:37	The Yay =&gt; YAY shouty/ whisper slider is cute #GoogleIO #io16	0
Google I/O	22484	7.33026E+17	5/18/2016 20:05	Follow @SuhilaBnLachhab https://t.co/khsvDUnZAg listen https://t.co/cxP94twmby #SouhilaBenLachhab #Ø§Ù„Ø¬ÙŠØ´_Ø§Ù„Ø³Ù‡Ù„Ø§ÙˆÙŠ #segrillochiede #io16	0
Google I/O	7939	7.32986E+17	5/18/2016 17:27	Now, a demo on how Google Home can do #io16	1
Google I/O	5096	7.32981E+17	5/18/2016 17:08	"It's The Moment Of Mobile" - Sundar Pichai #io16	1
Google I/O	2644	7.32971E+17	5/18/2016 16:29	LIVE on #Periscope: #io16 https://t.co/xOvQGwRm5g	0
Google I/O	9976	7.32989E+17	5/18/2016 17:38	Smart replies are also available from photos using Google photo tags. #io16	1
Google I/O	19499	7.33006E+17	5/18/2016 18:46	Ellie Powers onstage, she's announcing the revolutionary Android Instant Apps. #io16 https://t.co/WcTTuQNJJs	1
Google I/O	255	7.32776E+17	5/18/2016 3:32	ZONE D  #io16 @ Shoreline Amphitheatre At Mountain View https://t.co/zvg1FUzSla	0
Google I/O	1595	7.32956E+17	5/18/2016 15:29	Who's in Mountain View for us this year? @ActuallyIsJerry is! #io16	0
Google I/O	24015	7.33052E+17	5/18/2016 21:51	Say Hello to #AndroidN or maybe Android Nutella or Nuggets? https://t.co/1qwgf3B3Kl #io16 #GoogleIO2016 #stanleytips https://t.co/42MXdkmpIi	0
Google I/O	4	7.32723E+17	5/18/2016 0:03	Yikes, my @Uber driver is telling me how "the Democrats" ruined Sunnyvale. I'm just trying to get to #io16 dude	0
Google I/O	13474	7.32994E+17	5/18/2016 17:58	The meaning of "Knock Knock joke" will be changed forever. #io16	0
Google I/O	7217	7.32985E+17	5/18/2016 17:22	Google Home looks like an Amazon Echo and an Apple Airport had an obese child. #io16	0
Google I/O	10520	7.32989E+17	5/18/2016 17:41	CNET: Google's updated digital assistant will be able to have two-way conversations with you #IO16 â€¦ https://t.co/XafM430B4B	1
Google I/O	20400	7.33007E+17	5/18/2016 18:52	TensorProcessingUnits (TPU) is specialised hardware Google are building, and Devâ€™s get access to it #io16	1
Google I/O	10108	7.32989E+17	5/18/2016 17:39	How to fight with your SO in 2016: "did you really say that or did you just tap the auto-generated Google AI quick reply?"  #io16	0
Google I/O	9099	7.32988E+17	5/18/2016 17:34	gaaaaahhhh stop making new messaging apps. everyone. please. stop. #nomore #io16	0
Google I/O	4731	7.3298E+17	5/18/2016 17:05	Sundar Pichai is now on stage and cool as ever with such an intro :) #io16	1
Google I/O	279	7.32782E+17	5/18/2016 3:57	We have some Nearby news to share tomorrow :-) #io16 folk, stop by our session. Beacons++  https://t.co/dMaK3pwN8g	0
Google I/O	24331	7.33059E+17	5/18/2016 22:18	It's good that they made the cursor really tiny and the text huge, or I might not be able to see. @Firebase #io16 https://t.co/qy4UlLVUYi	0
Google I/O	5165	7.32981E+17	5/18/2016 17:09	Just tuned in, missed a few minutes :( #io16	0
Google I/O	3399	7.32976E+17	5/18/2016 16:48	Live Blog: #GoogleIO 2016 Opening Keynote #IO16 https://t.co/7yKm4yC8aR #Marketing, #Business https://t.co/7OYHc2hxWb	0
Google I/O	18511	7.33003E+17	5/18/2016 18:36	Android 2.2 is making me very excited ..can't wait to get my hands on #io16	0
Google I/O	12868	7.32993E+17	5/18/2016 17:54	Does this allo thing have end to end encryption? #io16	0
Google I/O	2367	7.32969E+17	5/18/2016 16:18	Awww yisssssss #io16 https://t.co/IhJ6GVrqKO	0
Google I/O	11467	7.32991E+17	5/18/2016 17:47	"Please clap" #io16	0
Google I/O	11424	7.32991E+17	5/18/2016 17:47	Google Allo incognito chat is interesting #io16	0
Google I/O	24554	7.33065E+17	5/18/2016 22:42	Some sort of weird ARG is breaking out at #io16, right? I found one of these in my pocket too https://t.co/IJxe7pb2zj	0
Google I/O	16267	7.32999E+17	5/18/2016 18:18	Does the controller come with a wrist strap? #io16	0
Google I/O	15416	7.32997E+17	5/18/2016 18:12	More about android N beta preview! #io16 https://t.co/G5ILRkhk1P	0.5
Google I/O	18256	7.33003E+17	5/18/2016 18:33	#io16 #io16jp android studio 2.2 : speed: faster build, test recording, IDE integrated cloud test labs!!!	0.5
Google I/O	2922	7.32974E+17	5/18/2016 16:39	Follow @ActuallyIsJerry for our #io16 coverage on Twitter! Then go to https://t.co/mFJcDHk4F8 for live coverage. https://t.co/mFJcDHk4F8	0
Google I/O	17718	7.33001E+17	5/18/2016 18:28	Google Android Wear 2.0 https://t.co/EPbseTBtSr #io16 https://t.co/Yflkjb2UD3	0.5
Google I/O	15918	7.32998E+17	5/18/2016 18:15	Looking forward to using split-screen multitasking feature on Android N #io16	0.5
Google I/O	9915	7.32989E+17	5/18/2016 17:38	Looool ,goodbye #Whatsapp hello #Allo #IO16	0
Google I/O	21308	7.33011E+17	5/18/2016 19:06	whatâ€™d I miss? #io16	0
Google I/O	20320	7.33007E+17	5/18/2016 18:51	Google is killing it at #io16.  Pretty sure my next phone will be Android.	0
Google I/O	2099	7.32966E+17	5/18/2016 16:08	So excited :D #io16 #android #google #keynote https://t.co/u2W1120dyI	0
Google I/O	13079	7.32993E+17	5/18/2016 17:55	Using the right hashtag now #io16 too many floating around lol	0
Google I/O	18450	7.33003E+17	5/18/2016 18:35	Android Studio 2.2 GOodiO #IO16	0.5
Google I/O	23119	7.33036E+17	5/18/2016 20:44	This year, it seems that #IO16 has become a chance for everyone to claim "Google product x will kill competitor product y".	0
Google I/O	9080	7.32988E+17	5/18/2016 17:34	Google aloe? #io16	0
Google I/O	8944	7.32988E+17	5/18/2016 17:33	New messaging app, Allo. #io16 https://t.co/SK9nXjUhuo	1
Google I/O	25099	7.33071E+17	5/18/2016 23:04	GET NEW FREE 733 FOLLOWERS âž¡https://t.co/nlRLJfVaaN #highschooltaughtme #AtlantaTaughtMe Sevilla #io16 #MyWeirdNeighbor SCOTUS	0
Google I/O	7851	7.32986E+17	5/18/2016 17:26	#IO16NATAL #IO16 ta show	0
Google I/O	1244	7.32945E+17	5/18/2016 14:44	We're all set up and ready at Shoreline Amphitheatre. Can't wait to see everyone later! #io16 #apps #ads https://t.co/Zamo6Bp7xK	0.5
Google I/O	5964	7.32983E+17	5/18/2016 17:14	Google's spruced-up digital assistant wants to chat you up https://t.co/MDbIZYmdhn via @CNET #io16	0.5
Google I/O	17903	7.33002E+17	5/18/2016 18:30	Android Wear apps are now standalone. One is Spotify https://t.co/VLTkycMglp #liveblog #io16	1
Google I/O	7920	7.32986E+17	5/18/2016 17:27	any google home hype? #io16	0
Google I/O	24328	7.33059E+17	5/18/2016 22:18	La keynote #io16 en bref : Home, Allo, Assistant, Android N, VR, Android Wear... https://t.co/kQ8BXj6cvg	0
Google I/O	7269	7.32985E+17	5/18/2016 17:23	Google home #io16	0.5
Google I/O	10632	7.3299E+17	5/18/2016 17:41	Wooowww This makes WhatsApp look so basic #io16	0
Google I/O	10820	7.3299E+17	5/18/2016 17:43	Her Accent!!! ðŸ”¥ðŸ”¥ðŸ”¥ #io16 https://t.co/DcG3cYYPas	0
Google I/O	16169	7.32999E+17	5/18/2016 18:17	Well,  #io16 just got launched, but how many/ which of the current android users will get the update? @Android	0.5
Google I/O	15048	7.32997E+17	5/18/2016 18:10	No new battery saving tricks this year?! That's a first #io16	0
Google I/O	17031	7.33E+17	5/18/2016 18:23	Wear2.0 #io16	0.5
Google I/O	2761	7.32972E+17	5/18/2016 16:33	Few minutes left for the most awaited event of the year :) #io16 I/O is starting soon.	0.5
Google I/O	7444	7.32985E+17	5/18/2016 17:24	Google Home coming later this year with new conversational assistant #io16 https://t.co/MNC1wIN9Nn	1
Google I/O	17337	7.33001E+17	5/18/2016 18:25	Android Wear FINALLY has a keyboard!!! #io16	1
Google I/O	11877	7.32992E+17	5/18/2016 17:49	Google Allo Chat, with End to End encryption, incog mode as well. #io16	1
Google I/O	2276	7.32968E+17	5/18/2016 16:14	#io16 VIP front seats ! Unbelievable ! https://t.co/ETm9C7V1vG	0
Google I/O	18632	7.33004E+17	5/18/2016 18:37	New Android should be called #NickiMinaj #io16 https://t.co/4HsKQ8sNXt	0
Google I/O	17033	7.33E+17	5/18/2016 18:23	Android Wear 2.0? Well hello there.  @AndroidWear #io16	0
Google I/O	6010	7.32983E+17	5/18/2016 17:14	CEO Sundar Pichai announces Google Assistant, a conversational virtual assistant: https://t.co/jYJS18tWKg #io16	1
Google I/O	3495	7.32977E+17	5/18/2016 16:49	Live Blog: Google I/O 2016 Opening Keynote #IO16 https://t.co/CYd2YzYTjR	0
Google I/O	3949	7.32979E+17	5/18/2016 16:58	Nothing like a last minute crap before #IO16 begins	0
Google I/O	4736	7.3298E+17	5/18/2016 17:05	GDG Columbia watching Google I/O 16 with developers and educators in SC. #io16 #a5TechTalks https://t.co/pyQjyiHJg4	0
Google I/O	6951	7.32984E+17	5/18/2016 17:21	Google unveils an Amazon Alexa competitor called Google Home. Will be launched later this year #io16	1
Google I/O	22709	7.33029E+17	5/18/2016 20:17	CNET: MyHyundai to bring brand-specific features to Android Auto roadshow #IO16 https://t.co/JOYt66wEsM https://t.co/pY5cIc2Ff5	0.5
Google I/O	16576	7.32999E+17	5/18/2016 18:20	If you won't click that NFS, I will rampage! #io16	0
Google I/O	7583	7.32985E+17	5/18/2016 17:24	Has Google Home cable? #io16	0
Google I/O	18797	7.33004E+17	5/18/2016 18:39	Google announces Android Wear 2.0, including a legit keyboard and better complications #io16 https://t.co/fIkSoFx4u4 â€¦	1
UEFA Champions League Final	145958	7.36671E+17	5/28/2016 21:31	This match though ðŸ˜¥ #uclfinal	0
UEFA Champions League Final	33507	7.36629E+17	5/28/2016 18:42	Awful bang of Eurovision off this. #uclfinal	0
UEFA Champions League Final	28707	7.36628E+17	5/28/2016 18:37	I'm going for Real Madrid to win 3-1 #uclfinal	0
UEFA Champions League Final	107732	7.36659E+17	5/28/2016 20:40	#uclfinal #ChampionTheMatch  #RMAATL Come Oooon Atleti #ViscaBarca ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚	0
UEFA Champions League Final	59463	7.36636E+17	5/28/2016 19:12	Retweeted Champions League (@ChampionsLeague):  GOAL! Real Madrid 1-0 Atletico (Ramos 15) #UCLfinal... https://t.co/lSv1slVarP	1
UEFA Champions League Final	164600	7.36673E+17	5/28/2016 21:38	Congrats #RealMadrid  Champions of Europe! #uclfinal #atleticomadrid	0.5
UEFA Champions League Final	125760	7.36668E+17	5/28/2016 21:17	Tough last 5 mins ahead for both sides, should avoid injuries #uclfinal	0
UEFA Champions League Final	115234	7.36661E+17	5/28/2016 20:51	#Clattenburg does a #FACupFinal again! #UCLFinal #RMDvsATL	0
UEFA Champions League Final	121092	7.36665E+17	5/28/2016 21:05	Really don't want to go to penalties, let's get a winner please #UCLfinal	0
UEFA Champions League Final	57480	7.36635E+17	5/28/2016 19:08	Watching the match like ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤”ðŸ¤” #UCLfinal	0
UEFA Champions League Final	175934	7.36675E+17	5/28/2016 21:47	Hard luck to atletico and their fans. They have been the better side. Im sure they will come back stronger @atletienglish @Atleti #uclfinal	0
UEFA Champions League Final	107943	7.36659E+17	5/28/2016 20:41	That's what they call taking one for the team #Ramos #uclfinal	0
UEFA Champions League Final	103578	7.36656E+17	5/28/2016 20:31	Carrasco got his boost after that celebration ðŸ™ˆ#uclfinal	0
UEFA Champions League Final	131576	7.36669E+17	5/28/2016 21:23	There's three things guaranteed in life: death, taxes and a Ronaldo free-kick hitting the wall #uclfinal	0
UEFA Champions League Final	142300	7.36671E+17	5/28/2016 21:28	May the best goal keeper win #uclfinal	0
UEFA Champions League Final	99744	7.36656E+17	5/28/2016 20:29	Good goal. Now get another one and send Real back to Madrid with sad faces #UCLfinal #realatletico	0.5
UEFA Champions League Final	41525	7.36631E+17	5/28/2016 18:49	TEAM ZIDANE for life! #Zidane #uclfinal	0
UEFA Champions League Final	77606	7.36647E+17	5/28/2016 19:56	And as I say that Griezmann hits the crossbar with his penalty... Its lit! #uclfinal	1
UEFA Champions League Final	73319	7.36647E+17	5/28/2016 19:53	For Madrid, they've been sleeping since their goal, the earlier they realize it isn't over, the better #uclfinal	0
UEFA Champions League Final	46646	7.36632E+17	5/28/2016 18:56	Incredibly kept out by Oblak there #uclfinal	0.5
UEFA Champions League Final	183639	7.36679E+17	5/28/2016 22:03	Real Madrid won the @ChampionsLeague at the San Siro in Milan against city rivals Athletico Madrid!!!! #uclfinal #CR7 #EuropeanChampions	1
UEFA Champions League Final	43668	7.36631E+17	5/28/2016 18:51	Champions league final. Who will win it? Let's see #RMvATL #UCLFinal #Zidane	0
UEFA Champions League Final	161672	7.36673E+17	5/28/2016 21:37	It's not all about Ronaldo, oh no #uclfinal	0
UEFA Champions League Final	182350	7.36678E+17	5/28/2016 21:59	Hala Madrid ðŸ†âš½ï¸ðŸ‡ªðŸ‡¸ champions of Europe ðŸ™ŒðŸ¿ #uclfinal	0.5
UEFA Champions League Final	25800	7.36626E+17	5/28/2016 18:30	"@AP_Sports: Zidane feels 'lucky' to be back in Champions League final https://t.co/SUl3MNROCA @tazzoni #uclfinal"he is really lucky	0
UEFA Champions League Final	67923	7.36643E+17	5/28/2016 19:37	Halftime #uclfinal	1
UEFA Champions League Final	124346	7.36667E+17	5/28/2016 21:13	How has Pepe not been sent off yet? #UCLfinal	0
UEFA Champions League Final	184391	7.3668E+17	5/28/2016 22:05	CHAMPIONSSS!!! REAL MADRID!! ðŸ‘‘âšªðŸ”µâšª #uclfinal #HalaMadrid #finalchampionstotal	0.5
UEFA Champions League Final	18601	7.36614E+17	5/28/2016 17:43	Think @realmadrid or @atletico could use a 7-footer with head-volley skills today? #uclfinal https://t.co/hmXAtkNDAc	0
UEFA Champions League Final	137321	7.3667E+17	5/28/2016 21:25	Griezmann can he score this time ðŸ˜¥ðŸ˜¥ #uclfinal	0
UEFA Champions League Final	73419	7.36647E+17	5/28/2016 19:53	â€˜Even when Barca win a trophy they talk about me, right or wrong they always think about meâ€¦ #uclfinal   https://t.co/Im3k0aXHrG	0
UEFA Champions League Final	136506	7.3667E+17	5/28/2016 21:25	PKs for the #uclfinal #ForzaAtleti	1
UEFA Champions League Final	95198	7.36655E+17	5/28/2016 20:27	Game on #uclfinal	0
UEFA Champions League Final	121857	7.36665E+17	5/28/2016 21:06	#uclfinal ABSOLUTE CRACKER	0
UEFA Champions League Final	127939	7.36669E+17	5/28/2016 21:21	ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚Pepe has been busted  #UCLFinal	0
UEFA Champions League Final	12766	7.36585E+17	5/28/2016 15:47	#UCLfinal TODAY, GO #AtleticoMadrid	0
UEFA Champions League Final	5063	7.36508E+17	5/28/2016 10:41	#MATCHDAY! #UCLfinalÂ ! Just a few hours left! Your prediction - who will lift the #UCL trophy tonight?	0
UEFA Champions League Final	86193	7.36653E+17	5/28/2016 20:17	Cme'on atletico cme'on #uclfinal	0
UEFA Champions League Final	111105	7.36659E+17	5/28/2016 20:44	Extra Time in the #UCLFinal Great game so far #TheBeautifulGame âš½ï¸	1
UEFA Champions League Final	186764	7.36683E+17	5/28/2016 22:16	Simeone will get his #UCLfinal	0
UEFA Champions League Final	180394	7.36677E+17	5/28/2016 21:54	Well Done Real Madrid but you're 11 will never be more than Utd's 3 #UCLFinal	0
UEFA Champions League Final	105614	7.36657E+17	5/28/2016 20:35	If @realmadrid wins, does Bale have to cut his man-bun and shave? He just looks un-groomed. #UCLFinal	0
UEFA Champions League Final	103114	7.36656E+17	5/28/2016 20:31	Clattenburg with one of the refereeing performances of the season. #uclfinal	0
UEFA Champions League Final	125014	7.36667E+17	5/28/2016 21:15	Watching #UCLfinal in the middle of a bunch of male models... Welcome to Milan.	0
UEFA Champions League Final	171522	7.36674E+17	5/28/2016 21:42	My boy clutch. All the pressure in the world @Cristiano #UCLfinal	0
UEFA Champions League Final	123717	7.36667E+17	5/28/2016 21:12	Real be lucky if they win on Penalties #uclfinal	0
UEFA Champions League Final	140015	7.3667E+17	5/28/2016 21:26	#uclfinal it's unbelievable! Hala MADRID !	0
UEFA Champions League Final	6966	7.36531E+17	5/28/2016 12:13	JOIN SLBet HERE: https://t.co/C46UpXVa0e , BET on #RealMadridvsAtleti and win BONUS | #UCLfinal | #HalaMadrid https://t.co/MECcpe3B3b	0
UEFA Champions League Final	96710	7.36655E+17	5/28/2016 20:28	Score a goal, score a sensational bird #carrasco #uclfinal #Atleti	0
UEFA Champions League Final	67391	7.36642E+17	5/28/2016 19:37	Post Goal, it was @Atleti which dominated. HT #uclfinal	0.5
UEFA Champions League Final	135650	7.3667E+17	5/28/2016 21:24	Let's go Real Madrid #uclfinal	0
UEFA Champions League Final	128336	7.36669E+17	5/28/2016 21:22	Pepe are you five.. #UCLfinal	0
UEFA Champions League Final	103129	7.36656E+17	5/28/2016 20:31	Carrasco scores then goes to kiss his girlfriend. Hope it's his girlfriend. Hope he didn't get booked for that. #uclfinal  Game on!!!	1
UEFA Champions League Final	105221	7.36657E+17	5/28/2016 20:34	Finally it became a football match #Atleti #RealMadrid #uclfinal	0
UEFA Champions League Final	113972	7.3666E+17	5/28/2016 20:48	Extra time for the  #uclfinal @CarrascoY21 scored goal of 1-1 between @realmadrid &amp; @Atleti it's so anxious this #ChampionsLeague #Waiting	1
UEFA Champions League Final	159677	7.36673E+17	5/28/2016 21:36	Bravo le real #uclfinal	0
UEFA Champions League Final	49213	7.36633E+17	5/28/2016 18:58	Oblak denies what could have been a  Real Maadrid opener! #uclfinal	1
UEFA Champions League Final	86789	7.36653E+17	5/28/2016 20:18	What is the point of benzema in this game #uclfinal	0
UEFA Champions League Final	79363	7.36648E+17	5/28/2016 19:58	Never a penalty, didn't expect Griezmann to bottle it #uclfinal	0
UEFA Champions League Final	128467	7.36669E+17	5/28/2016 21:22	Clattenburg's face sums up what everyone football fan thinks about Pepe. Disgusting. #uclfinal	0
UEFA Champions League Final	175106	7.36675E+17	5/28/2016 21:45	Ronaldo is a total beast #uclfinal	0
UEFA Champions League Final	83096	7.3665E+17	5/28/2016 20:06	Ach sod this. Mince. #UCLfinal  New Outlander time! ðŸ’ðŸ’ðŸðŸ™‰ðŸ™ˆ	0
UEFA Champions League Final	103370	7.36656E+17	5/28/2016 20:31	Yannick Carrasgoal #uclfinal #realatletico #RMATL #reaatl	0
UEFA Champions League Final	16486	7.36606E+17	5/28/2016 17:13	Don't like Real so I really do hope  #Atleti players turn up tonight  #UCLFinal	0
UEFA Champions League Final	72171	7.36646E+17	5/28/2016 19:49	Godin scores early and Ramos late in the previous final. Ramos scores early this year. Godin late? #uclfinal	0.5
UEFA Champions League Final	16955	7.36608E+17	5/28/2016 17:21	Steve McManaman believes @GarethBale11 has blossomed under the perfect manager. #UCLfinal https://t.co/XawqPB8HbR	0
UEFA Champions League Final	136455	7.3667E+17	5/28/2016 21:25	If PepÃ© isn't nominated for an oscar in the next season,i boycott them.   This is the best acting i've seen since the revenant.   #uclfinal	0
UEFA Champions League Final	14939	7.36599E+17	5/28/2016 16:43	A HUGE Thank you to the @PhilaUnion for the incredible raffle items for the #UCLFinal party today https://t.co/ZdhWTbg6il	0
UEFA Champions League Final	191008	7.36696E+17	5/28/2016 23:08	@Cristiano did it againðŸ† #UCLfinal	0.5
UEFA Champions League Final	95148	7.36655E+17	5/28/2016 20:27	Celebrated by kissing his gyal, boss levels #UCLFinal	0
UEFA Champions League Final	620	7.36412E+17	5/28/2016 4:23	Who will the @ChampionsLeague final?  #UCLfinal on @SBS: 4:15AM AEST.	0
UEFA Champions League Final	155520	7.36672E+17	5/28/2016 21:36	Shock it fell to that dick to win it! #CR7 #UCLFinal	0
UEFA Champions League Final	98153	7.36655E+17	5/28/2016 20:28	I want Athletico to win now cause Pepe is a nob head #UCLfinal	0
UEFA Champions League Final	54822	7.36635E+17	5/28/2016 19:06	Ramos scores in less than 15 minutes #uclfinal	1
UEFA Champions League Final	178146	7.36676E+17	5/28/2016 21:50	Hope they remembered .@Joey7Barton medal #UCLFinal	0
UEFA Champions League Final	36370	7.36629E+17	5/28/2016 18:45	Andrea Bocelli is pure class #uclfinal #championsleaguefinal2016	0
UEFA Champions League Final	180593	7.36677E+17	5/28/2016 21:55	isco almost dropping the trophy ðŸ˜‚ #uclfinal	0
UEFA Champions League Final	26568	7.36626E+17	5/28/2016 18:32	I hope Madrid wins tonight ðŸ˜›ðŸ˜‚ðŸ˜‚ #uclfinal	0
UEFA Champions League Final	170869	7.36674E+17	5/28/2016 21:41	Feel sorry for Torres. Finally was back in form. #UCLfinal #RMAvsATM	0
UEFA Champions League Final	128690	7.36669E+17	5/28/2016 21:22	Pepe is doing the most ðŸ˜‚ #UCLFinal	0
UEFA Champions League Final	47479	7.36632E+17	5/28/2016 18:56	Live Streaming Final UCL Atletico Madrid vs Real Madrid HQ: https://t.co/iRPjQqrEVF #uclfinal	0
UEFA Champions League Final	174361	7.36675E+17	5/28/2016 21:45	I knew madrid was going to win #uclfinal	0.5
UEFA Champions League Final	76202	7.36647E+17	5/28/2016 19:55	Fucking love that crossbar! #HalaMadrid #UCLFinal	0
UEFA Champions League Final	155793	7.36672E+17	5/28/2016 21:36	FFS. Awful final. And now this result ðŸ˜© #uclfinal	0
UEFA Champions League Final	68673	7.36643E+17	5/28/2016 19:39	Where are you hiding your snooker cue tonight @rioferdy5 ? #UCLfinal @btsportfootball ðŸŽ€	0
UEFA Champions League Final	91729	7.36655E+17	5/28/2016 20:26	Didn't know it would be this dull a game for a #uclfinal. Atletico's games against Bayern and BarÃ§a far more worthy of a watch	0
UEFA Champions League Final	65587	7.36641E+17	5/28/2016 19:32	Torres has been absolutely terrible so far. #UCLfinal	0.5
UEFA Champions League Final	87939	7.36654E+17	5/28/2016 20:21	@Mora_sport centre backs in one red boot and one yellow boot - not really on? #UCLfinal	0
UEFA Champions League Final	191195	7.36697E+17	5/28/2016 23:12	Alicia Keys performance before the #uclfinal tonight. People need to chill out, she was great https://t.co/qSApJ2DHoC	0.5
UEFA Champions League Final	48566	7.36633E+17	5/28/2016 18:57	Already the passionate arguments have begun. Football fanatics are more entertaining than the game itself shame #uclfinal ðŸ˜‚	0
UEFA Champions League Final	57711	7.36635E+17	5/28/2016 19:08	The goal was from offside. What a shame.    #uclfinal Hope that this goal wont be the last one	1
UEFA Champions League Final	79487	7.36648E+17	5/28/2016 19:58	Atletico opportunity comes but once ðŸ˜‚ #UCLFinal	0
UEFA Champions League Final	47628	7.36632E+17	5/28/2016 18:56	#uclfinal #realatletico Real Madrid - Atletico Madrid Live Stream Free https://t.co/V7MFdmIUGj https://t.co/apyNd73jZE	0
UEFA Champions League Final	140582	7.3667E+17	5/28/2016 21:27	This is so intense, I'm stressed COMON ATLETICO #atleticomadrid #ChampionsLeague  #uclfinal	0
UEFA Champions League Final	76137	7.36647E+17	5/28/2016 19:55	Athletico Madrid miss a penalty. Griezmann hits the crossbar #UCLfinal	1
UEFA Champions League Final	20425	7.36618E+17	5/28/2016 18:00	PREDICT EXACT SCORE BETWEEN â€œReal Madrid Vs. Atletico Madridâ€ TO WIN AIRTIME #UCLfinal ==i&gt; https://t.co/fmbejeguimâ€¦ https://t.co/CcdS4C10gk	0
UEFA Champions League Final	90158	7.36654E+17	5/28/2016 20:23	Since when do RM know how to defend. They basically walked their way to the final. #UCLFinal	0
UEFA Champions League Final	37720	7.3663E+17	5/28/2016 18:46	Come on Real Madrid! #UCLfinal #APorLaUndecima #RMLive #HalaMadrid	0
UEFA Champions League Final	111649	7.3666E+17	5/28/2016 20:44	This match is what they call "as hin dey hot"...  Who's gonna win? Who's your money on? #uclfinal	0
UEFA Champions League Final	174402	7.36675E+17	5/28/2016 21:45	#Torres distraught. Absolutely gutted for him. Chin up son! ðŸ‘ #uclfinal https://t.co/zNwaP7Iht0	0
Recode Code Conference	2457	7.38076E+17	6/1/2016 18:35	Global life expectancy at 72 years, up 36% since 1960. kpcb #codecon https://t.co/MzVV8K4n3I	0.5
Recode Code Conference	1559	7.37929E+17	6/1/2016 8:50	"Technology Trends" is out! https://t.co/iOj7FcrrFA #codecon #spon	0.5
Recode Code Conference	1713	7.37983E+17	6/1/2016 12:23	As #CodeCon kicks off, co-founder @karaswisher is thinking about her next play: Mayor of San... https://t.co/uqUIggudTF via @LinkedIn	1
Recode Code Conference	2482	7.38077E+17	6/1/2016 18:38	Super philanthropist Bill Gates says 154 people have now joined the billionaire "Giving Pledge." #codecon	1
Recode Code Conference	3295	7.38121E+17	6/1/2016 21:31	People feel like Twitter is not as safe as it could be, @deray says. I agree, says @jack #codecon	1
Recode Code Conference	5111	7.38361E+17	6/2/2016 13:25	Is this a simulation @elonmusk  #codecon	0.5
Recode Code Conference	4374	7.3823E+17	6/2/2016 4:46	"Being the US president is like being president of a large ship with a small rudder" @elonmusk; why he's not wading into politics #codecon	1
Recode Code Conference	3096	7.38101E+17	6/1/2016 20:12	Thanks For Following! @GimpHoleArchive #EndAlzheimers #GlobalRunningDay #WednesdayWisdom #codecon #WhenIWasYoung https://t.co/6xhnetZDST	0
Recode Code Conference	5228	7.38394E+17	6/2/2016 15:36	The latest NCM Social Daily! https://t.co/MN3Cequexs #smm #codecon	0
Recode Code Conference	4601	7.3824E+17	6/2/2016 5:25	mashable : Elon Musk plans manned mission to Mars by 2024 https://t.co/dPYKfywv9N #CodeCon â€¦ https://t.co/GKqVYZ75u9	1
